order_id,order_date,warehouse_id,destination_city,distance_km,carrier,estimated_delivery_days,weight_kg,delivered,freight_cost,actual_delivery_days,delay_days
5668,2024-08-24 03:00:00,WH_Moscow,SPb,95.3,Boxberry,2,1.49,False,1314.0,,
5669,2024-08-24 04:00:00,WH_Kazan,SPb,2.1,Boxberry,4,1.57,False,29.16,,
5670,2024-08-24 05:00:00,WH_Moscow,Ekaterinburg,124.0,CDEK,1,0.15,True,1887.9,1.0,0.0
5671,2024-08-24 06:00:00,WH_SPb,Ekaterinburg,181.1,PickPoint,1,6.44,True,2977.28,1.0,0.0
5672,2024-08-24 07:00:00,WH_Moscow,Novosibirsk,250.7,PickPoint,2,4.69,True,3682.78,2.0,0.0
5673,2024-08-24 08:00:00,WH_Moscow,Moscow,345.4,PickPoint,2,1.27,True,3892.66,2.0,0.0
5674,2024-08-24 09:00:00,WH_Moscow,Ekaterinburg,19.1,Boxberry,2,3.62,True,312.17,4.0,2.0
5675,2024-08-24 10:00:00,WH_Kazan,Ekaterinburg,190.3,CDEK,1,0.94,True,3122.82,1.0,0.0
5676,2024-08-24 11:00:00,WH_SPb,Novosibirsk,92.9,Russian Post,3,3.28,True,986.97,5.0,2.0
5677,2024-08-24 12:00:00,WH_Moscow,Kazan,886.8,Boxberry,4,1.82,True,12578.37,6.0,2.0
5678,2024-08-24 13:00:00,WH_Kazan,Novosibirsk,133.8,CDEK,4,1.54,False,2316.08,,
5679,2024-08-24 14:00:00,WH_SPb,SPb,31.6,PickPoint,5,0.15,True,320.74,5.0,0.0
5680,2024-08-24 15:00:00,WH_Kazan,SPb,12.7,PickPoint,5,8.41,True,233.81,5.0,0.0
5681,2024-08-24 16:00:00,WH_Kazan,Ekaterinburg,92.5,PickPoint,3,4.54,True,1344.95,3.0,0.0
5682,2024-08-24 17:00:00,WH_SPb,Ekaterinburg,59.1,CDEK,2,3.94,True,1235.78,5.0,3.0
5683,2024-08-24 18:00:00,WH_Moscow,Novosibirsk,314.8,PickPoint,3,0.91,True,3434.47,5.0,2.0
5684,2024-08-24 19:00:00,WH_Kazan,Novosibirsk,563.1,CDEK,5,0.85,False,9164.45,,
5685,2024-08-24 20:00:00,WH_Kazan,Moscow,112.4,Boxberry,5,2.13,True,1636.09,7.0,2.0
5686,2024-08-24 21:00:00,WH_Moscow,SPb,258.7,Russian Post,4,4.68,True,3038.17,7.0,3.0
5687,2024-08-24 22:00:00,WH_Moscow,Novosibirsk,393.1,PickPoint,3,6.82,True,6611.94,3.0,0.0
5688,2024-08-24 23:00:00,WH_SPb,Kazan,152.5,Boxberry,1,0.78,True,1972.74,1.0,0.0
5689,2024-08-25 00:00:00,WH_SPb,Moscow,20.6,Boxberry,5,2.34,True,305.04,6.0,1.0
5690,2024-08-25 01:00:00,WH_SPb,Novosibirsk,78.1,CDEK,4,3.22,True,1548.72,4.0,0.0
5691,2024-08-25 02:00:00,WH_Moscow,Ekaterinburg,643.8,Boxberry,2,0.64,True,8220.04,2.0,0.0
5692,2024-08-25 03:00:00,WH_Kazan,Novosibirsk,522.0,CDEK,3,1.31,True,8855.73,3.0,0.0
5693,2024-08-25 04:00:00,WH_Kazan,Ekaterinburg,27.2,CDEK,5,0.52,False,429.22,,
5694,2024-08-25 05:00:00,WH_SPb,Ekaterinburg,76.1,Boxberry,1,3.0,True,1187.16,1.0,0.0
5695,2024-08-25 06:00:00,WH_Moscow,SPb,439.8,CDEK,5,4.98,True,9882.31,5.0,0.0
5696,2024-08-25 07:00:00,WH_Kazan,SPb,199.6,CDEK,1,5.25,True,4565.85,1.0,0.0
5697,2024-08-25 08:00:00,WH_SPb,Novosibirsk,428.1,CDEK,3,2.77,True,8200.26,3.0,0.0
5698,2024-08-25 09:00:00,WH_Kazan,Novosibirsk,71.1,Boxberry,1,1.07,True,944.49,1.0,0.0
5699,2024-08-25 10:00:00,WH_Kazan,Kazan,915.4,Russian Post,1,2.7,True,9300.46,1.0,0.0
5700,2024-08-25 11:00:00,WH_Moscow,Moscow,459.2,CDEK,4,4.99,True,10325.11,5.0,1.0
5701,2024-08-25 12:00:00,WH_Moscow,Moscow,66.0,PickPoint,3,2.46,False,822.36,,
5702,2024-08-25 13:00:00,WH_Kazan,Novosibirsk,245.2,Boxberry,5,1.33,True,3333.74,6.0,1.0
5703,2024-08-25 14:00:00,WH_SPb,SPb,36.0,Boxberry,2,6.31,True,704.59,2.0,0.0
5704,2024-08-25 15:00:00,WH_Moscow,Kazan,134.6,CDEK,3,4.51,True,2929.57,3.0,0.0
5705,2024-08-25 16:00:00,WH_Kazan,Moscow,323.3,Boxberry,3,5.35,True,5955.19,3.0,0.0
5706,2024-08-25 17:00:00,WH_Moscow,Novosibirsk,120.2,PickPoint,2,5.84,True,1903.97,2.0,0.0
5707,2024-08-25 18:00:00,WH_Moscow,SPb,320.8,Russian Post,5,1.25,True,2887.2,5.0,0.0
5708,2024-08-25 19:00:00,WH_Moscow,SPb,84.2,Boxberry,4,4.91,True,1506.51,4.0,0.0
5709,2024-08-25 20:00:00,WH_Kazan,SPb,383.2,Boxberry,5,2.11,True,5568.66,5.0,0.0
5710,2024-08-25 21:00:00,WH_SPb,Ekaterinburg,133.7,Boxberry,2,0.1,True,1620.44,2.0,0.0
5711,2024-08-25 22:00:00,WH_SPb,SPb,468.9,CDEK,5,2.53,True,8812.98,7.0,2.0
5712,2024-08-25 23:00:00,WH_SPb,Novosibirsk,44.1,PickPoint,3,1.59,True,511.12,3.0,0.0
5713,2024-08-26 00:00:00,WH_Moscow,Kazan,134.8,Russian Post,4,0.8,True,1164.67,4.0,0.0
5714,2024-08-26 01:00:00,WH_Kazan,Novosibirsk,187.0,PickPoint,1,8.8,True,3515.6,1.0,0.0
5715,2024-08-26 02:00:00,WH_Moscow,SPb,165.4,PickPoint,5,0.14,True,1677.16,5.0,0.0
5716,2024-08-26 03:00:00,WH_SPb,Kazan,170.3,Boxberry,1,7.29,True,3533.38,1.0,0.0
5717,2024-08-26 04:00:00,WH_SPb,Moscow,176.5,Russian Post,4,0.43,True,1472.72,4.0,0.0
5718,2024-08-26 05:00:00,WH_Kazan,Moscow,1347.6,PickPoint,1,1.18,True,15066.17,1.0,0.0
5719,2024-08-26 06:00:00,WH_Moscow,Novosibirsk,64.4,Russian Post,5,1.35,False,584.75,,
5720,2024-08-26 07:00:00,WH_SPb,Kazan,439.2,CDEK,2,3.28,True,8748.86,2.0,0.0
5721,2024-08-26 08:00:00,WH_Kazan,Novosibirsk,240.7,Boxberry,3,0.61,True,3064.59,3.0,0.0
5722,2024-08-26 09:00:00,WH_Moscow,Kazan,160.1,CDEK,3,10.69,False,4968.7,,
5723,2024-08-26 10:00:00,WH_Moscow,Kazan,301.2,Russian Post,1,3.46,True,3243.32,1.0,0.0
5724,2024-08-26 11:00:00,WH_SPb,Novosibirsk,576.3,Boxberry,3,3.9,True,9612.68,3.0,0.0
5725,2024-08-26 12:00:00,WH_SPb,Kazan,188.6,CDEK,3,0.28,True,2908.21,5.0,2.0
5726,2024-08-26 13:00:00,WH_Moscow,SPb,600.3,Boxberry,2,1.62,True,8370.58,2.0,0.0
5727,2024-08-26 14:00:00,WH_Moscow,Kazan,29.5,CDEK,1,7.28,True,764.64,1.0,0.0
5728,2024-08-26 15:00:00,WH_SPb,Kazan,317.6,PickPoint,2,0.79,True,3426.9,3.0,1.0
5729,2024-08-26 16:00:00,WH_Moscow,Novosibirsk,121.6,Boxberry,2,0.39,False,1516.11,,
5730,2024-08-26 17:00:00,WH_SPb,Moscow,146.7,Russian Post,4,1.66,True,1368.42,4.0,0.0
5731,2024-08-26 18:00:00,WH_Moscow,Ekaterinburg,253.9,Boxberry,1,6.66,True,5075.97,3.0,2.0
5732,2024-08-26 19:00:00,WH_SPb,Kazan,196.1,Russian Post,2,1.67,True,1830.79,2.0,0.0
5733,2024-08-26 20:00:00,WH_Kazan,Ekaterinburg,144.3,CDEK,5,1.3,True,2445.88,5.0,0.0
5734,2024-08-26 21:00:00,WH_SPb,Kazan,110.6,CDEK,3,2.63,False,2095.32,,
5735,2024-08-26 22:00:00,WH_SPb,Novosibirsk,288.9,Russian Post,1,6.91,True,3908.24,1.0,0.0
5736,2024-08-26 23:00:00,WH_Kazan,Novosibirsk,211.3,CDEK,4,0.13,True,3210.7,4.0,0.0
5737,2024-08-27 00:00:00,WH_Moscow,Kazan,117.2,Boxberry,2,0.42,True,1465.47,2.0,0.0
5738,2024-08-27 01:00:00,WH_Kazan,Novosibirsk,68.8,CDEK,5,0.36,True,1069.15,5.0,0.0
5739,2024-08-27 02:00:00,WH_SPb,Novosibirsk,446.8,Russian Post,3,0.22,True,3653.04,3.0,0.0
5740,2024-08-27 03:00:00,WH_Moscow,Kazan,482.4,Russian Post,3,0.9,True,4206.53,3.0,0.0
5741,2024-08-27 04:00:00,WH_Kazan,Moscow,72.2,PickPoint,5,0.65,True,768.93,5.0,0.0
5742,2024-08-27 05:00:00,WH_Moscow,Kazan,91.0,Russian Post,1,1.99,True,872.87,1.0,0.0
5743,2024-08-27 06:00:00,WH_Moscow,Moscow,82.0,CDEK,3,0.99,True,1351.77,3.0,0.0
5744,2024-08-27 07:00:00,WH_Kazan,Novosibirsk,647.7,Russian Post,3,1.3,False,5855.21,,
5745,2024-08-27 08:00:00,WH_Moscow,Moscow,446.3,CDEK,3,7.11,False,11454.29,,
5746,2024-08-27 09:00:00,WH_Kazan,Novosibirsk,23.3,CDEK,2,0.42,True,364.18,2.0,0.0
5747,2024-08-27 10:00:00,WH_SPb,Moscow,536.3,PickPoint,2,1.23,True,6022.65,2.0,0.0
5748,2024-08-27 11:00:00,WH_Moscow,Moscow,11.3,CDEK,3,0.74,True,182.04,3.0,0.0
5749,2024-08-27 12:00:00,WH_SPb,Kazan,87.6,Russian Post,4,1.99,True,840.26,4.0,0.0
5750,2024-08-27 13:00:00,WH_SPb,Moscow,754.0,Russian Post,3,3.33,False,8040.66,,
5751,2024-08-27 14:00:00,WH_Moscow,Novosibirsk,599.3,Russian Post,1,4.25,True,6832.02,1.0,0.0
5752,2024-08-27 15:00:00,WH_Kazan,Kazan,456.2,CDEK,4,1.81,True,8081.58,4.0,0.0
5753,2024-08-27 16:00:00,WH_Moscow,Moscow,183.5,Russian Post,1,4.83,True,2177.04,1.0,0.0
5754,2024-08-27 17:00:00,WH_SPb,Kazan,116.3,Boxberry,5,3.84,True,1931.51,5.0,0.0
5755,2024-08-27 18:00:00,WH_SPb,Ekaterinburg,640.0,Boxberry,5,0.43,True,8010.24,5.0,0.0
5756,2024-08-27 19:00:00,WH_Kazan,Kazan,321.1,Russian Post,2,0.7,True,2748.62,2.0,0.0
5757,2024-08-27 20:00:00,WH_Moscow,Ekaterinburg,105.1,CDEK,2,2.78,True,2014.77,2.0,0.0
5758,2024-08-27 21:00:00,WH_SPb,Ekaterinburg,186.6,Russian Post,2,9.2,True,2866.18,2.0,0.0
5759,2024-08-27 22:00:00,WH_SPb,Kazan,639.9,Boxberry,5,1.18,False,8584.9,,
5760,2024-08-27 23:00:00,WH_SPb,Novosibirsk,701.3,CDEK,1,0.65,True,11203.27,1.0,0.0
5761,2024-08-28 00:00:00,WH_Kazan,Novosibirsk,323.0,Russian Post,4,5.08,True,3896.67,4.0,0.0
5762,2024-08-28 01:00:00,WH_SPb,Novosibirsk,395.7,CDEK,2,0.56,True,6267.89,2.0,0.0
5763,2024-08-28 02:00:00,WH_SPb,SPb,12.0,Russian Post,5,2.99,False,124.7,,
5764,2024-08-28 03:00:00,WH_Moscow,Ekaterinburg,278.4,PickPoint,2,0.09,True,2809.06,2.0,0.0
5765,2024-08-28 04:00:00,WH_Moscow,Kazan,350.4,CDEK,3,0.05,True,5282.28,3.0,0.0
5766,2024-08-28 05:00:00,WH_SPb,Novosibirsk,6.2,Boxberry,4,1.5,True,85.56,4.0,0.0
5767,2024-08-28 06:00:00,WH_SPb,Novosibirsk,557.1,Boxberry,1,2.67,True,8470.15,1.0,0.0
5768,2024-08-28 07:00:00,WH_Moscow,Kazan,790.5,Boxberry,2,0.38,True,9846.47,2.0,0.0
5769,2024-08-28 08:00:00,WH_Kazan,Ekaterinburg,81.5,Boxberry,3,3.61,True,1331.06,4.0,1.0
5770,2024-08-28 09:00:00,WH_Kazan,Kazan,560.8,Russian Post,3,0.34,True,4638.94,3.0,0.0
5771,2024-08-28 10:00:00,WH_Kazan,SPb,328.5,Russian Post,4,1.91,True,3129.95,4.0,0.0
5772,2024-08-28 11:00:00,WH_Kazan,SPb,260.7,CDEK,5,0.92,True,4270.27,5.0,0.0
5773,2024-08-28 12:00:00,WH_Kazan,Kazan,555.7,PickPoint,5,3.49,False,7496.39,,
5774,2024-08-28 13:00:00,WH_Kazan,Ekaterinburg,100.9,PickPoint,2,4.08,True,1420.67,2.0,0.0
5775,2024-08-28 14:00:00,WH_Kazan,Novosibirsk,469.4,CDEK,2,0.17,True,7160.7,5.0,3.0
5776,2024-08-28 15:00:00,WH_Kazan,SPb,113.3,Boxberry,5,0.53,True,1431.66,6.0,1.0
5777,2024-08-28 16:00:00,WH_Moscow,SPb,464.6,PickPoint,1,5.58,True,7238.47,1.0,0.0
5778,2024-08-28 17:00:00,WH_Kazan,Ekaterinburg,179.9,PickPoint,1,1.34,True,2040.07,1.0,0.0
5779,2024-08-28 18:00:00,WH_Kazan,SPb,37.3,CDEK,3,1.62,True,650.14,3.0,0.0
5780,2024-08-28 19:00:00,WH_Kazan,SPb,144.1,Boxberry,4,0.46,True,1808.74,5.0,1.0
5781,2024-08-28 20:00:00,WH_SPb,Ekaterinburg,79.8,Russian Post,1,13.19,True,1480.45,1.0,0.0
5782,2024-08-28 21:00:00,WH_Moscow,Kazan,31.8,Russian Post,2,6.41,True,417.47,2.0,0.0
5783,2024-08-28 22:00:00,WH_Moscow,Novosibirsk,35.1,PickPoint,1,0.01,True,351.35,1.0,0.0
5784,2024-08-28 23:00:00,WH_Moscow,Novosibirsk,454.3,Russian Post,4,2.0,False,4361.28,,
5785,2024-08-29 00:00:00,WH_Kazan,SPb,639.6,CDEK,2,5.14,True,14525.32,2.0,0.0
5786,2024-08-29 01:00:00,WH_Kazan,Novosibirsk,785.7,PickPoint,4,1.41,True,8964.84,4.0,0.0
5787,2024-08-29 02:00:00,WH_SPb,Kazan,577.1,PickPoint,5,1.44,True,6602.02,5.0,0.0
5788,2024-08-29 03:00:00,WH_Moscow,SPb,532.0,Boxberry,4,1.19,True,7143.7,6.0,2.0
5789,2024-08-29 04:00:00,WH_Kazan,Novosibirsk,21.4,Russian Post,4,0.07,True,172.4,4.0,0.0
5790,2024-08-29 05:00:00,WH_Moscow,Moscow,468.4,Boxberry,4,3.9,False,7812.91,,
5791,2024-08-29 06:00:00,WH_SPb,Moscow,458.7,PickPoint,2,1.53,True,5288.81,2.0,0.0
5792,2024-08-29 07:00:00,WH_SPb,Moscow,42.2,Russian Post,4,1.89,True,401.41,4.0,0.0
5793,2024-08-29 08:00:00,WH_SPb,Moscow,325.4,Boxberry,4,0.74,True,4193.76,4.0,0.0
5794,2024-08-29 09:00:00,WH_Moscow,Moscow,180.7,Russian Post,3,3.83,True,1999.26,3.0,0.0
5795,2024-08-29 10:00:00,WH_Kazan,SPb,690.8,PickPoint,2,3.95,True,9636.66,3.0,1.0
5796,2024-08-29 11:00:00,WH_Kazan,Ekaterinburg,356.6,PickPoint,4,2.01,True,4282.77,7.0,3.0
5797,2024-08-29 12:00:00,WH_SPb,Ekaterinburg,904.7,PickPoint,1,5.87,True,14357.59,1.0,0.0
5798,2024-08-29 13:00:00,WH_Kazan,SPb,33.3,CDEK,4,0.31,True,514.98,5.0,1.0
5799,2024-08-29 14:00:00,WH_SPb,SPb,12.4,Boxberry,1,3.86,True,206.24,1.0,0.0
5800,2024-08-29 15:00:00,WH_Moscow,Kazan,1090.1,Boxberry,5,2.04,True,15749.76,5.0,0.0
5801,2024-08-29 16:00:00,WH_SPb,Ekaterinburg,25.1,PickPoint,5,0.66,True,267.57,5.0,0.0
5802,2024-08-29 17:00:00,WH_Moscow,Moscow,146.4,Boxberry,2,0.35,True,1818.29,2.0,0.0
5803,2024-08-29 18:00:00,WH_SPb,SPb,314.9,PickPoint,2,0.9,True,3432.41,3.0,1.0
5804,2024-08-29 19:00:00,WH_Kazan,Moscow,636.2,Boxberry,5,4.85,True,11337.08,5.0,0.0
5805,2024-08-29 20:00:00,WH_Kazan,Ekaterinburg,88.1,Russian Post,2,3.87,True,977.56,2.0,0.0
5806,2024-08-29 21:00:00,WH_SPb,Novosibirsk,8.8,Boxberry,1,2.59,True,132.95,1.0,0.0
5807,2024-08-29 22:00:00,WH_Kazan,Novosibirsk,221.0,PickPoint,1,0.24,True,2263.04,1.0,0.0
5808,2024-08-29 23:00:00,WH_Kazan,SPb,191.1,Boxberry,3,7.74,True,4068.14,3.0,0.0
5809,2024-08-30 00:00:00,WH_Kazan,Kazan,110.0,Russian Post,2,0.91,True,960.08,2.0,0.0
5810,2024-08-30 01:00:00,WH_Moscow,Moscow,621.2,Russian Post,2,2.33,True,6127.52,2.0,0.0
5811,2024-08-30 02:00:00,WH_Kazan,SPb,415.1,Russian Post,3,4.06,True,4669.04,3.0,0.0
5812,2024-08-30 03:00:00,WH_Moscow,Kazan,585.8,PickPoint,4,0.36,True,6068.89,4.0,0.0
5813,2024-08-30 04:00:00,WH_SPb,Moscow,53.0,CDEK,1,2.64,True,1004.88,1.0,0.0
5814,2024-08-30 05:00:00,WH_Kazan,Ekaterinburg,353.7,PickPoint,4,0.08,True,3565.3,5.0,1.0
5815,2024-08-30 06:00:00,WH_Kazan,Novosibirsk,1107.9,Russian Post,3,0.27,True,9102.51,5.0,2.0
5816,2024-08-30 07:00:00,WH_Kazan,Kazan,284.0,Boxberry,2,3.21,True,4501.97,2.0,0.0
5817,2024-08-30 08:00:00,WH_SPb,Moscow,56.4,Russian Post,4,0.42,True,470.15,4.0,0.0
5818,2024-08-30 09:00:00,WH_Moscow,SPb,1640.4,CDEK,2,1.47,True,28223.08,4.0,2.0
5819,2024-08-30 10:00:00,WH_Moscow,Moscow,225.4,CDEK,3,0.71,True,3621.05,5.0,2.0
5820,2024-08-30 11:00:00,WH_Kazan,SPb,549.9,Russian Post,5,1.37,True,5001.89,5.0,0.0
5821,2024-08-30 12:00:00,WH_SPb,Novosibirsk,48.5,PickPoint,2,0.2,True,494.7,2.0,0.0
5822,2024-08-30 13:00:00,WH_SPb,Novosibirsk,329.1,CDEK,4,3.52,False,6674.15,,
5823,2024-08-30 14:00:00,WH_SPb,Moscow,731.2,Russian Post,4,0.21,True,5972.44,5.0,1.0
5824,2024-08-30 15:00:00,WH_SPb,Moscow,227.8,PickPoint,3,4.55,True,3314.49,4.0,1.0
5825,2024-08-30 16:00:00,WH_SPb,SPb,102.2,Boxberry,4,2.72,True,1559.98,4.0,0.0
5826,2024-08-30 17:00:00,WH_Moscow,SPb,40.9,PickPoint,1,1.35,True,464.22,1.0,0.0
5827,2024-08-30 18:00:00,WH_Moscow,Kazan,105.3,CDEK,2,5.03,True,2373.99,2.0,0.0
5828,2024-08-30 19:00:00,WH_Moscow,Kazan,131.5,PickPoint,1,0.51,True,1382.06,2.0,1.0
5829,2024-08-30 20:00:00,WH_Kazan,Kazan,371.3,PickPoint,3,0.77,True,3998.9,3.0,0.0
5830,2024-08-30 21:00:00,WH_SPb,Moscow,59.0,Boxberry,1,0.37,True,734.2,1.0,0.0
5831,2024-08-30 22:00:00,WH_Kazan,Kazan,33.7,Russian Post,1,1.2,True,301.95,1.0,0.0
5832,2024-08-30 23:00:00,WH_SPb,Moscow,146.8,PickPoint,2,10.81,False,3054.91,,
5833,2024-08-31 00:00:00,WH_Moscow,Novosibirsk,184.1,Boxberry,2,0.44,True,2306.4,3.0,1.0
5834,2024-08-31 01:00:00,WH_Kazan,Ekaterinburg,297.0,CDEK,5,4.44,True,6433.02,5.0,0.0
5835,2024-08-31 02:00:00,WH_Moscow,Novosibirsk,368.8,Russian Post,1,2.64,True,3729.31,1.0,0.0
5836,2024-08-31 03:00:00,WH_SPb,Moscow,660.2,CDEK,2,0.04,True,9942.61,2.0,0.0
5837,2024-08-31 04:00:00,WH_SPb,Moscow,102.3,Russian Post,1,7.25,True,1411.74,2.0,1.0
5838,2024-08-31 05:00:00,WH_SPb,Ekaterinburg,225.6,PickPoint,1,8.86,True,4254.82,1.0,0.0
5839,2024-08-31 06:00:00,WH_Moscow,SPb,136.7,PickPoint,3,6.47,True,2251.45,4.0,1.0
5840,2024-08-31 07:00:00,WH_SPb,SPb,0.4,Russian Post,3,1.74,True,3.76,3.0,0.0
5841,2024-08-31 08:00:00,WH_Moscow,SPb,259.8,CDEK,1,0.62,True,4138.61,1.0,0.0
5842,2024-08-31 09:00:00,WH_Kazan,Kazan,507.5,CDEK,3,1.24,True,8556.45,3.0,0.0
5843,2024-08-31 10:00:00,WH_SPb,SPb,11.1,CDEK,2,2.38,True,206.13,2.0,0.0
5844,2024-08-31 11:00:00,WH_SPb,Kazan,1.0,PickPoint,1,1.19,True,11.19,1.0,0.0
5845,2024-08-31 12:00:00,WH_SPb,Kazan,390.4,Russian Post,3,3.08,True,4085.15,3.0,0.0
5846,2024-08-31 13:00:00,WH_Kazan,SPb,345.5,Russian Post,2,3.97,True,3861.31,2.0,0.0
5847,2024-08-31 14:00:00,WH_SPb,SPb,156.2,CDEK,1,0.59,True,2481.24,1.0,0.0
5848,2024-08-31 15:00:00,WH_Moscow,Ekaterinburg,325.1,PickPoint,1,1.3,True,3673.63,1.0,0.0
5849,2024-08-31 16:00:00,WH_Moscow,Ekaterinburg,919.8,Russian Post,3,7.91,False,13178.89,,
5850,2024-08-31 17:00:00,WH_SPb,Kazan,85.5,Russian Post,2,0.72,True,733.25,2.0,0.0
5851,2024-08-31 18:00:00,WH_SPb,Ekaterinburg,84.7,CDEK,1,1.06,True,1405.17,1.0,0.0
5852,2024-08-31 19:00:00,WH_Kazan,Kazan,61.8,CDEK,1,0.09,True,935.34,1.0,0.0
5853,2024-08-31 20:00:00,WH_Kazan,Moscow,386.2,Russian Post,5,1.01,True,3401.65,5.0,0.0
5854,2024-08-31 21:00:00,WH_Kazan,Kazan,130.7,PickPoint,1,1.16,True,1458.61,1.0,0.0
5855,2024-08-31 22:00:00,WH_SPb,Kazan,1344.7,Boxberry,5,0.26,True,16555.95,5.0,0.0
5856,2024-08-31 23:00:00,WH_Kazan,Ekaterinburg,376.2,Russian Post,5,0.0,True,3009.6,6.0,1.0
5857,2024-09-01 00:00:00,WH_Kazan,Moscow,137.4,Russian Post,2,2.14,True,1334.43,2.0,0.0
5858,2024-09-01 01:00:00,WH_Moscow,Novosibirsk,48.5,PickPoint,4,0.9,True,528.65,5.0,1.0
5859,2024-09-01 02:00:00,WH_Kazan,Novosibirsk,269.0,Russian Post,5,0.04,True,2160.61,7.0,2.0
5860,2024-09-01 03:00:00,WH_Moscow,Novosibirsk,104.8,Boxberry,2,4.91,True,1875.08,2.0,0.0
5861,2024-09-01 04:00:00,WH_Moscow,Moscow,707.8,PickPoint,3,2.2,True,8635.16,3.0,0.0
5862,2024-09-01 05:00:00,WH_Kazan,SPb,174.7,Boxberry,5,0.47,True,2194.93,5.0,0.0
5863,2024-09-01 06:00:00,WH_Moscow,Moscow,103.9,Boxberry,4,5.01,True,1871.45,6.0,2.0
5864,2024-09-01 07:00:00,WH_SPb,Ekaterinburg,266.4,Russian Post,3,0.73,True,2286.78,3.0,0.0
5865,2024-09-01 08:00:00,WH_SPb,Kazan,44.2,Boxberry,5,0.65,True,564.88,5.0,0.0
5866,2024-09-01 09:00:00,WH_Kazan,Kazan,247.4,Russian Post,5,5.63,True,3093.49,5.0,0.0
5867,2024-09-01 10:00:00,WH_SPb,Ekaterinburg,17.3,Russian Post,4,0.49,False,145.18,,
5868,2024-09-01 11:00:00,WH_Moscow,Ekaterinburg,280.1,PickPoint,1,5.28,True,4279.93,1.0,0.0
5869,2024-09-01 12:00:00,WH_SPb,Kazan,226.6,PickPoint,4,4.06,True,3186.0,4.0,0.0
5870,2024-09-01 13:00:00,WH_Kazan,SPb,220.7,PickPoint,2,0.93,True,2412.25,2.0,0.0
5871,2024-09-01 14:00:00,WH_Kazan,SPb,345.8,Russian Post,2,0.09,True,2791.3,2.0,0.0
5872,2024-09-01 15:00:00,WH_Moscow,SPb,13.6,Boxberry,4,0.22,True,166.79,4.0,0.0
5873,2024-09-01 16:00:00,WH_Kazan,Ekaterinburg,184.7,Boxberry,4,0.29,True,2280.68,4.0,0.0
5874,2024-09-01 17:00:00,WH_SPb,Kazan,176.1,PickPoint,4,5.54,True,2736.59,4.0,0.0
5875,2024-09-01 18:00:00,WH_Kazan,Kazan,184.7,PickPoint,4,1.29,True,2085.26,4.0,0.0
5876,2024-09-01 19:00:00,WH_Moscow,Kazan,1172.0,Russian Post,4,0.08,True,9451.01,4.0,0.0
5877,2024-09-01 20:00:00,WH_Kazan,Moscow,45.0,CDEK,5,2.03,True,812.03,5.0,0.0
5878,2024-09-01 21:00:00,WH_SPb,Moscow,351.8,CDEK,3,0.58,True,5583.07,5.0,2.0
5879,2024-09-01 22:00:00,WH_Moscow,Novosibirsk,154.2,Russian Post,2,0.67,True,1316.25,2.0,0.0
5880,2024-09-01 23:00:00,WH_SPb,Moscow,215.1,CDEK,2,0.44,True,3368.47,2.0,0.0
5881,2024-09-02 00:00:00,WH_Moscow,SPb,431.1,CDEK,3,3.59,True,8787.97,3.0,0.0
5882,2024-09-02 01:00:00,WH_Kazan,SPb,51.4,CDEK,4,0.0,True,771.0,4.0,0.0
5883,2024-09-02 02:00:00,WH_Moscow,SPb,432.7,PickPoint,3,1.45,True,4954.42,3.0,0.0
5884,2024-09-02 03:00:00,WH_Moscow,SPb,21.9,Boxberry,4,0.23,False,268.84,,
5885,2024-09-02 04:00:00,WH_Kazan,Novosibirsk,198.1,Boxberry,2,2.01,True,2855.02,2.0,0.0
5886,2024-09-02 05:00:00,WH_SPb,SPb,406.5,PickPoint,1,1.06,True,4495.89,1.0,0.0
5887,2024-09-02 06:00:00,WH_Kazan,Ekaterinburg,64.2,PickPoint,2,0.07,True,646.49,2.0,0.0
5888,2024-09-02 07:00:00,WH_Moscow,Ekaterinburg,442.1,PickPoint,2,1.54,True,5101.83,2.0,0.0
5889,2024-09-02 08:00:00,WH_Kazan,Ekaterinburg,54.7,CDEK,1,2.11,True,993.63,1.0,0.0
5890,2024-09-02 09:00:00,WH_Moscow,Moscow,481.7,Russian Post,3,0.71,True,4127.21,4.0,1.0
5891,2024-09-02 10:00:00,WH_Kazan,Kazan,189.9,Russian Post,5,3.63,True,2070.67,6.0,1.0
5892,2024-09-02 11:00:00,WH_Kazan,Novosibirsk,346.2,CDEK,4,1.16,True,5795.39,4.0,0.0
5893,2024-09-02 12:00:00,WH_SPb,Ekaterinburg,748.1,CDEK,4,3.46,True,15104.14,4.0,0.0
5894,2024-09-02 13:00:00,WH_Moscow,Ekaterinburg,157.5,PickPoint,2,2.16,True,1915.2,2.0,0.0
5895,2024-09-02 14:00:00,WH_SPb,SPb,79.6,PickPoint,1,5.09,False,1201.16,,
5896,2024-09-02 15:00:00,WH_Moscow,Ekaterinburg,605.6,Boxberry,2,1.98,True,8706.11,2.0,0.0
5897,2024-09-02 16:00:00,WH_Kazan,SPb,52.9,PickPoint,2,0.51,True,555.98,2.0,0.0
5898,2024-09-02 17:00:00,WH_Moscow,SPb,299.5,CDEK,3,4.32,False,6433.26,,
5899,2024-09-02 18:00:00,WH_SPb,Kazan,770.2,Boxberry,4,3.82,True,12773.0,4.0,0.0
5900,2024-09-02 19:00:00,WH_SPb,Moscow,336.6,PickPoint,5,8.97,True,6385.3,7.0,2.0
